id,category0,category1,category2,category3,details,price,date
687,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,6097,2024-09-28
688,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,6497,2024-03-29
689,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,7065,2023-05-12
690,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,5677,2023-06-20
691,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,6712,2023-06-24
692,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,1442,2024-08-02
693,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,8096,2024-10-07
694,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,8862,2023-09-06
695,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,5727,2024-08-05
696,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7981,2023-09-30
697,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,3775,2024-02-20
698,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,2188,2024-06-08
699,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,6153,2023-09-23
700,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,9592,2023-10-09
701,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,1569,2024-05-23
702,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,9930,2024-06-20
703,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9910,2023-05-29
704,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,8236,2024-03-21
705,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,6911,2023-11-18
706,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9676,2024-03-22
707,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,6539,2023-06-03
708,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,6492,2024-07-21
709,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,9402,2024-03-22
710,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,4955,2023-07-01
711,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,8011,2023-11-26
712,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,6036,2023-09-22
713,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,4708,2024-07-26
714,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,9867,2023-04-02
715,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,9060,2024-07-19
716,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,6759,2023-12-08
717,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8887,2024-02-19
718,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,4897,2023-05-26
719,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,2515,2024-07-28
720,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3980,2023-04-04
721,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,1039,2023-12-25
722,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3217,2024-05-25
723,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,1815,2024-04-08
724,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_optim,Деталі для infra telecom modern optim,1107,2024-08-06
725,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,1255,2023-03-22
726,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,2477,2024-07-24
727,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,7277,2024-02-25
728,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,9774,2024-03-10
729,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,2265,2023-06-07
730,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3577,2024-08-11
731,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,9283,2023-01-22
732,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,4206,2023-10-07
733,extra,extra_security,extra_security_cyber,extra_security_cyber_data,Деталі для extra security cyber data,8063,2023-10-31
734,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,4033,2023-01-14
735,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7635,2024-07-03
736,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_life,Деталі для staff tech insurance life,5923,2024-08-24
737,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,4807,2024-10-15
738,staff,staff_support,staff_support_expenses,staff_support_expenses_meals,Деталі для staff support expenses meals,2074,2023-01-05
739,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,6044,2023-01-08
740,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7783,2024-04-19
741,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,8211,2023-05-22
742,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,7999,2023-06-26
743,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,8993,2024-02-23
744,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,3599,2024-05-11
745,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,8550,2023-06-04
746,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,7927,2023-01-12
747,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,6397,2023-12-19
748,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,4067,2024-06-04
749,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8652,2024-05-03
750,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,4495,2024-04-21
751,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,1258,2023-11-03
752,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,9378,2024-01-08
753,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,5746,2023-06-19
754,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,4598,2023-11-21
755,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,2478,2023-01-26
756,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,3196,2024-05-02
757,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,9484,2023-07-04
758,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,3593,2023-03-17
759,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,8971,2024-07-03
760,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,4823,2023-05-23
761,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,8147,2024-04-08
762,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,9500,2023-02-21
763,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,4956,2023-09-17
764,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,2525,2023-09-12
765,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,3500,2024-01-28
766,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,1255,2024-04-23
767,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,2860,2023-01-15
768,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,6790,2023-02-14
769,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,6493,2023-03-06
770,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,6611,2023-08-05
771,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,9851,2024-09-08
772,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,9125,2024-04-06
773,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,7644,2023-09-10
774,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_hr,Деталі для extra consult outsourcing hr,3611,2024-07-25
775,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,9437,2023-04-21
776,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,5898,2024-09-10
777,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,9281,2023-10-07
778,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9289,2023-04-30
779,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,4466,2023-02-13
780,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9444,2023-05-12
781,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,2058,2024-04-11
782,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,6660,2023-03-28
783,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,2334,2023-11-18
784,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,6604,2024-08-21
785,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,1949,2023-11-02
786,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,7945,2023-12-19
787,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,6193,2023-12-08
788,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,1976,2023-12-14
789,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,1107,2023-06-14
790,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_infra_mgmt,Деталі для extra it outsource infra mgmt,4809,2023-12-30
791,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,4046,2024-06-28
792,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,1916,2023-10-13
793,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,4065,2023-07-07
794,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,2811,2023-03-12
795,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7766,2024-06-18
796,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,3552,2023-11-04
797,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,7096,2023-11-30
798,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,3456,2023-10-31
799,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,4955,2023-08-23
800,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,9080,2023-02-16
801,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8670,2023-01-06
802,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_servers,Деталі для infra telecom purchase servers,8614,2023-08-10
803,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,2415,2024-09-20
804,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,2551,2023-09-30
805,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,8635,2024-09-14
806,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,4845,2023-12-30
807,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,3180,2023-02-03
808,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,1288,2024-06-28
809,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,2446,2024-06-19
810,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_hr,Деталі для extra consult outsourcing hr,3377,2023-07-22
811,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,5791,2023-01-27
812,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,1372,2024-09-07
813,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_hr,Деталі для extra consult outsourcing hr,1124,2024-06-20
814,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5349,2023-05-01
815,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,8432,2023-03-29
816,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5840,2024-08-28
817,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,1557,2024-06-09
818,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,1510,2023-11-29
819,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,9906,2023-11-11
820,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,6740,2023-12-28
821,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_infra_mgmt,Деталі для extra it outsource infra mgmt,9567,2024-01-25
822,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,9609,2024-04-19
823,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,9040,2023-07-19
824,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,8820,2024-09-29
825,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,2308,2024-10-09
826,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5861,2023-04-05
827,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,8919,2024-08-23
828,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,9176,2023-03-28
829,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,8308,2023-04-13
830,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,5135,2024-06-03
831,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9674,2024-03-05
832,extra,extra_consult,extra_consult_info,extra_consult_info_reports,Деталі для extra consult info reports,7227,2024-04-08
833,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,6289,2024-08-20
834,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,5830,2024-01-14
835,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,6878,2024-05-10
836,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,3368,2024-06-15
837,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,6531,2023-06-22
838,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,3939,2024-08-12
839,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,4996,2024-07-29
840,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7764,2023-06-17
841,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_clean,Деталі для infra telecom serv clean,3416,2023-05-01
842,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,6733,2023-05-25
843,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5960,2023-12-16
844,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,8235,2024-08-18
845,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,8229,2023-09-20
846,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,6651,2023-04-16
847,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,5617,2023-09-21
848,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,8989,2023-01-26
849,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_pension,Деталі для staff tech insurance pension,1815,2024-07-19
850,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,1869,2024-02-11
851,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,1703,2024-04-20
852,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,1619,2024-03-22
853,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,3711,2023-10-17
854,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,3655,2024-01-05
855,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,5213,2023-01-05
856,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,6396,2024-01-29
857,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,2919,2023-05-30
858,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,4881,2024-10-24
859,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,3628,2024-09-24
860,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,4010,2024-09-15
861,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,6767,2024-07-20
862,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,7060,2023-06-09
863,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,1759,2024-07-20
864,extra,extra_consult,extra_consult_info,extra_consult_info_reports,Деталі для extra consult info reports,7793,2023-06-23
865,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,2050,2024-02-06
866,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,1532,2023-06-01
867,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,9961,2023-08-24
868,staff,staff_admin,staff_admin_dev,staff_admin_dev_courses,Деталі для staff admin dev courses,8849,2024-07-12
869,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,5370,2023-07-25
870,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,7208,2023-12-31
871,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,3538,2023-09-30
872,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,5231,2024-05-29
873,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,5722,2024-06-08
874,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,5030,2024-06-05
875,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,7579,2023-06-25
876,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,4469,2024-09-15
877,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,9978,2024-04-04
878,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,2482,2024-09-15
879,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,9619,2024-05-04
880,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,9850,2023-01-11
881,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,8170,2023-03-25
882,extra,extra_security,extra_security_cyber,extra_security_cyber_antivirus,Деталі для extra security cyber antivirus,9325,2024-01-15
883,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,7702,2023-08-02
884,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8956,2024-06-09
885,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8803,2024-03-06
886,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,3419,2023-08-03
887,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,6008,2023-05-08
888,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,2945,2024-08-06
889,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,3179,2024-07-13
890,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,1356,2023-11-14
891,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,8422,2023-04-24
892,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,5942,2024-05-16
893,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,6024,2024-07-01
894,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,9287,2024-01-19
895,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,2663,2023-10-20
896,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,9884,2023-08-23
897,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,6777,2023-04-01
898,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,9784,2024-08-04
899,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,2440,2024-07-08
900,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,6563,2023-04-27
901,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,9792,2023-05-17
902,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,2152,2023-02-26
903,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,9062,2024-07-20
904,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,5971,2024-10-23
905,admin,admin_marketing,admin_marketing_events,admin_marketing_events_conferences,Деталі для admin marketing events conferences,6783,2024-06-19
906,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,7047,2023-04-16
907,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,3567,2023-10-09
908,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,1830,2023-02-18
909,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,1070,2024-06-02
910,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,3228,2024-09-04
911,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,1637,2024-05-30
912,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,1702,2023-03-22
913,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,2878,2023-08-18
914,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,6766,2024-06-24
915,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,5908,2023-05-13
916,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,5120,2023-11-12
917,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,3769,2024-03-19
918,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,3389,2023-10-31
919,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5798,2023-10-06
920,extra,extra_consult,extra_consult_info,extra_consult_info_reports,Деталі для extra consult info reports,7324,2024-06-09
921,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8433,2024-02-13
922,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,8641,2024-02-09
923,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9221,2024-09-18
924,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,2607,2024-03-21
925,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,7406,2024-07-16
926,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,9667,2023-09-23
927,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,2773,2023-07-18
928,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7724,2023-10-28
929,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,3666,2023-10-22
930,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,5107,2023-07-28
931,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,1613,2023-03-18
932,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,9713,2023-01-29
933,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,2451,2024-07-12
934,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,4275,2024-07-09
935,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,6299,2024-05-07
936,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,9968,2023-10-31
937,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,6803,2023-09-11
