Customer ID,Service Type,Tariff Type,Date of Birth,Location,Monthly Spending,Customer Status,Service Rating,Sign-up Date
315,Internet,Standard,1997-02-13,Dnipro,<100 UAH,Active,2,2016-04-07
316,IoT,Special,1999-09-13,Kyiv,100-200 UAH,Inactive,1,2021-09-11
317,TV,Business,1997-04-15,Kharkiv,200-500 UAH,Inactive,5,2010-02-21
318,TV,Special,1988-03-15,Kyiv,200-500 UAH,Active,5,2006-06-17
319,TV,Business,2012-05-24,Kyiv,500+ UAH,Potential,1,2007-08-05
320,IoT,Economy,1985-06-21,Dnipro,<100 UAH,Potential,4,2002-01-05
321,Fixed Line,Business,2008-03-03,Kharkiv,200-500 UAH,Potential,2,2009-11-09
322,Internet,Economy,1992-05-29,Odesa,<100 UAH,Potential,1,2013-09-26
323,Fixed Line,Economy,2010-03-30,Kharkiv,100-200 UAH,Potential,5,2013-08-28
324,Fixed Line,Standard,2009-07-20,Odesa,100-200 UAH,Inactive,2,2000-04-12
325,Internet,Standard,2011-01-07,Zaporizhzhia,500+ UAH,Inactive,2,2013-11-17
326,TV,Special,2004-07-09,Odesa,200-500 UAH,Inactive,3,2014-07-31
327,TV,Special,2007-11-15,Poltava,500+ UAH,Potential,2,2010-12-30
328,IoT,Premium,2008-12-17,Odesa,100-200 UAH,Inactive,4,2020-09-11
329,IoT,Premium,2007-07-18,Odesa,<100 UAH,Potential,1,2005-08-26
330,Fixed Line,Special,1989-08-04,Kharkiv,100-200 UAH,Inactive,4,2018-08-29
331,Internet,Standard,1979-11-13,Zaporizhzhia,<100 UAH,Inactive,3,2003-10-25
332,Internet,Economy,2018-06-22,Poltava,200-500 UAH,Active,4,2005-09-26
333,Mobile,Premium,1982-10-22,Dnipro,<100 UAH,Inactive,2,2004-06-27
334,Mobile,Standard,2018-12-26,Poltava,200-500 UAH,Potential,2,2019-05-23
335,Fixed Line,Economy,1975-02-08,Odesa,200-500 UAH,Active,2,2017-05-19
336,IoT,Premium,2011-04-28,Lviv,500+ UAH,Active,1,2009-11-12
337,TV,Standard,1980-07-27,Odesa,<100 UAH,Inactive,5,2008-04-12
338,TV,Special,2011-07-09,Zaporizhzhia,200-500 UAH,Potential,5,2000-04-13
339,Fixed Line,Standard,1973-06-16,Lviv,200-500 UAH,Active,3,2015-05-17
340,Internet,Premium,2013-04-22,Zaporizhzhia,100-200 UAH,Inactive,4,2021-02-18
341,Mobile,Economy,1990-11-27,Kyiv,100-200 UAH,Inactive,5,2017-01-19
342,IoT,Premium,2016-03-18,Odesa,500+ UAH,Active,1,2005-02-07
343,Internet,Business,2002-02-03,Lviv,500+ UAH,Potential,2,2005-10-17
344,IoT,Special,1995-10-20,Odesa,<100 UAH,Inactive,3,2009-04-05
345,IoT,Business,1998-05-06,Kharkiv,<100 UAH,Inactive,2,2008-12-05
346,Fixed Line,Premium,1996-10-21,Zaporizhzhia,200-500 UAH,Inactive,1,2005-02-01
347,Mobile,Premium,1976-11-01,Dnipro,100-200 UAH,Potential,2,2017-05-03
348,Mobile,Standard,2003-07-23,Kyiv,200-500 UAH,Potential,1,2017-03-20
349,TV,Standard,1978-12-06,Dnipro,<100 UAH,Inactive,4,2015-06-22
350,Internet,Business,2011-11-18,Dnipro,<100 UAH,Inactive,1,2000-02-09
351,Internet,Standard,1973-02-22,Kharkiv,500+ UAH,Potential,4,2020-02-04
352,Mobile,Standard,2017-09-08,Poltava,100-200 UAH,Inactive,4,2007-05-24
353,IoT,Business,1977-06-11,Vinnytsia,200-500 UAH,Inactive,4,2000-08-18
354,TV,Standard,1977-10-08,Lviv,100-200 UAH,Potential,2,2013-12-17
355,TV,Business,1973-07-03,Kyiv,500+ UAH,Active,2,2016-02-26
356,IoT,Economy,1977-06-27,Dnipro,<100 UAH,Active,2,2014-09-11
357,TV,Business,1998-09-06,Odesa,500+ UAH,Inactive,3,2008-07-24
358,IoT,Standard,1987-11-01,Vinnytsia,<100 UAH,Potential,3,2018-11-11
359,TV,Special,2016-08-29,Lviv,100-200 UAH,Inactive,5,2007-10-23
360,Mobile,Special,1988-04-21,Kyiv,500+ UAH,Inactive,3,2011-10-16
361,TV,Business,2016-04-11,Dnipro,100-200 UAH,Inactive,2,2020-03-10
362,TV,Special,1972-12-04,Vinnytsia,200-500 UAH,Active,3,2015-12-11
363,Internet,Special,1980-12-27,Zaporizhzhia,100-200 UAH,Active,3,2002-01-27
364,TV,Standard,2012-02-08,Dnipro,200-500 UAH,Inactive,3,2017-01-08
365,IoT,Economy,1978-03-07,Lviv,<100 UAH,Potential,5,2019-10-01
366,Mobile,Economy,1983-01-02,Poltava,100-200 UAH,Active,4,2018-01-29
367,TV,Standard,1988-07-19,Odesa,100-200 UAH,Potential,2,2010-06-11
368,Mobile,Economy,1999-03-11,Dnipro,200-500 UAH,Potential,2,2018-01-27
369,Mobile,Business,1989-08-08,Kharkiv,500+ UAH,Potential,5,2001-08-28
370,TV,Economy,1983-05-27,Kharkiv,200-500 UAH,Inactive,1,2005-07-26
371,Internet,Special,1994-05-01,Poltava,200-500 UAH,Active,4,2018-12-26
372,Fixed Line,Standard,1996-07-29,Vinnytsia,<100 UAH,Potential,5,2000-11-27
373,TV,Premium,2018-02-01,Lviv,100-200 UAH,Inactive,2,2008-09-19
374,Fixed Line,Special,2003-10-11,Poltava,500+ UAH,Inactive,3,2018-11-05
375,TV,Special,1979-08-09,Poltava,500+ UAH,Inactive,5,2009-10-06
376,Mobile,Business,2008-01-16,Kyiv,100-200 UAH,Potential,1,2001-11-07
377,TV,Premium,2019-01-09,Lviv,500+ UAH,Potential,5,2010-01-20
378,Fixed Line,Business,1977-07-13,Vinnytsia,200-500 UAH,Inactive,1,2016-01-14
379,Mobile,Standard,1978-02-09,Zaporizhzhia,<100 UAH,Active,5,2006-12-06
380,TV,Premium,1975-09-24,Lviv,100-200 UAH,Inactive,1,2019-11-09
381,Internet,Standard,1984-07-12,Kyiv,<100 UAH,Potential,5,2020-08-09
382,IoT,Economy,2004-10-10,Poltava,200-500 UAH,Active,1,2003-09-04
383,TV,Special,1986-08-18,Kyiv,200-500 UAH,Active,1,2002-01-17
384,Internet,Economy,1974-10-09,Kyiv,<100 UAH,Active,5,2006-07-22
385,Fixed Line,Standard,2001-06-22,Odesa,500+ UAH,Inactive,2,2010-04-10
386,Internet,Business,2008-09-24,Dnipro,500+ UAH,Active,5,2003-06-10
387,IoT,Special,1990-03-29,Lviv,500+ UAH,Active,2,2005-04-16
388,Internet,Special,2003-04-27,Poltava,<100 UAH,Potential,1,2020-06-10
389,TV,Premium,1999-06-07,Zaporizhzhia,500+ UAH,Inactive,5,2015-08-29
390,Internet,Economy,2002-02-28,Kharkiv,500+ UAH,Active,1,2013-02-04
391,TV,Standard,1991-01-30,Kyiv,<100 UAH,Active,2,2015-07-04
392,Fixed Line,Standard,1993-11-03,Kyiv,<100 UAH,Potential,5,2000-01-22
393,IoT,Standard,2010-09-20,Kyiv,<100 UAH,Potential,5,2003-03-10
394,Internet,Standard,1999-05-03,Zaporizhzhia,500+ UAH,Active,5,2015-02-25
395,IoT,Business,1974-09-17,Dnipro,<100 UAH,Active,4,2015-08-29
396,Internet,Standard,1971-06-29,Kharkiv,200-500 UAH,Active,2,2018-09-06
397,IoT,Business,1995-07-19,Zaporizhzhia,500+ UAH,Active,1,2012-10-28
398,Internet,Business,1997-03-20,Vinnytsia,<100 UAH,Inactive,1,2012-03-16
399,Fixed Line,Premium,2010-10-13,Vinnytsia,<100 UAH,Active,5,2008-09-16
400,Fixed Line,Premium,2006-07-01,Poltava,100-200 UAH,Inactive,3,2017-11-19
401,TV,Economy,1981-04-06,Poltava,200-500 UAH,Inactive,3,2018-08-30
402,Internet,Standard,2009-08-27,Lviv,200-500 UAH,Active,4,2009-11-21
403,Fixed Line,Business,2001-06-08,Dnipro,500+ UAH,Active,1,2008-03-23
404,Fixed Line,Premium,1981-08-28,Odesa,200-500 UAH,Potential,5,2001-02-07
405,IoT,Standard,1995-10-11,Vinnytsia,500+ UAH,Inactive,4,2017-05-07
406,Fixed Line,Premium,1981-12-29,Vinnytsia,<100 UAH,Inactive,5,2014-09-28
407,Fixed Line,Premium,2006-01-23,Kharkiv,500+ UAH,Active,1,2009-08-14
408,TV,Economy,1985-01-31,Kharkiv,<100 UAH,Active,3,2011-01-20
409,Mobile,Business,1994-10-27,Poltava,<100 UAH,Active,2,2019-08-17
410,IoT,Business,2014-11-18,Zaporizhzhia,<100 UAH,Active,2,2019-03-23
411,Fixed Line,Premium,2019-05-03,Odesa,100-200 UAH,Potential,5,2003-12-03
412,Mobile,Standard,2017-11-11,Lviv,<100 UAH,Active,4,2018-08-06
413,Mobile,Business,2008-07-01,Kharkiv,<100 UAH,Potential,2,2011-03-01
414,Fixed Line,Economy,1976-10-21,Kyiv,500+ UAH,Active,4,2002-04-28
415,TV,Business,1993-05-20,Lviv,100-200 UAH,Active,1,2006-10-27
416,Internet,Economy,2018-05-20,Vinnytsia,<100 UAH,Inactive,5,2015-01-17
417,TV,Standard,1987-08-22,Vinnytsia,<100 UAH,Active,4,2019-07-27
418,Fixed Line,Premium,1977-12-20,Dnipro,100-200 UAH,Inactive,5,2002-05-16
419,IoT,Standard,1979-07-24,Zaporizhzhia,<100 UAH,Inactive,2,2013-05-09
420,Internet,Standard,1997-06-13,Odesa,500+ UAH,Active,3,2014-11-08
421,Internet,Economy,1971-02-01,Poltava,500+ UAH,Potential,1,2006-01-18
422,Fixed Line,Standard,2008-06-27,Kyiv,<100 UAH,Inactive,2,2016-07-28
423,Fixed Line,Premium,1989-08-13,Kyiv,500+ UAH,Active,5,2002-04-06
424,IoT,Business,1981-02-28,Kyiv,<100 UAH,Potential,4,2005-04-01
425,TV,Economy,1984-07-27,Dnipro,200-500 UAH,Inactive,5,2000-01-04
426,IoT,Economy,2010-02-17,Poltava,<100 UAH,Inactive,4,2011-01-04
427,Fixed Line,Standard,1971-11-10,Zaporizhzhia,<100 UAH,Inactive,5,2005-10-08
428,IoT,Standard,2008-07-16,Kyiv,<100 UAH,Inactive,1,2001-09-16
429,Fixed Line,Standard,2008-02-02,Kharkiv,200-500 UAH,Potential,3,2019-04-18
430,Internet,Special,1974-01-28,Kyiv,100-200 UAH,Potential,4,2004-05-08
431,IoT,Premium,2011-07-11,Poltava,100-200 UAH,Active,2,2012-06-04
432,Mobile,Standard,1978-08-06,Zaporizhzhia,<100 UAH,Inactive,3,2005-12-11
433,Internet,Special,1976-10-25,Zaporizhzhia,100-200 UAH,Inactive,1,2013-01-31
434,Mobile,Economy,1978-04-25,Lviv,<100 UAH,Inactive,4,2014-05-01
435,Fixed Line,Premium,1970-02-20,Kharkiv,200-500 UAH,Inactive,5,2015-11-22
436,Mobile,Special,1996-08-27,Zaporizhzhia,100-200 UAH,Inactive,5,2006-06-23
437,TV,Economy,1988-06-08,Kyiv,200-500 UAH,Inactive,3,2001-01-13
438,Fixed Line,Business,1977-02-27,Zaporizhzhia,100-200 UAH,Potential,5,2018-10-11
439,Mobile,Business,2013-05-29,Vinnytsia,200-500 UAH,Inactive,3,2021-03-25
440,Fixed Line,Premium,1995-04-18,Zaporizhzhia,200-500 UAH,Potential,3,2019-05-30
441,TV,Special,1987-06-04,Dnipro,500+ UAH,Active,2,2001-10-22
442,Mobile,Special,1996-08-14,Zaporizhzhia,<100 UAH,Potential,2,2017-03-13
443,Mobile,Economy,2010-06-08,Poltava,<100 UAH,Active,2,2010-08-24
444,Internet,Business,1978-07-17,Kyiv,100-200 UAH,Active,5,2013-11-04
445,Mobile,Business,2013-04-03,Dnipro,200-500 UAH,Potential,4,2013-05-25
446,Mobile,Standard,1999-04-03,Kharkiv,500+ UAH,Potential,4,2011-09-20
447,Fixed Line,Special,2000-10-03,Kharkiv,500+ UAH,Inactive,2,2014-10-14
448,TV,Premium,1999-05-29,Zaporizhzhia,100-200 UAH,Inactive,2,2013-07-01
449,IoT,Business,1981-01-22,Kharkiv,<100 UAH,Active,4,2012-08-19
450,TV,Premium,1979-03-26,Kharkiv,500+ UAH,Active,2,2003-02-16
451,TV,Premium,1993-11-07,Dnipro,200-500 UAH,Potential,3,2018-12-11
452,Mobile,Standard,1987-10-22,Lviv,500+ UAH,Active,1,2016-07-02
453,IoT,Business,1982-01-13,Dnipro,<100 UAH,Inactive,3,2021-02-13
454,IoT,Premium,1999-01-17,Dnipro,100-200 UAH,Potential,4,2017-05-04
455,TV,Business,2012-10-12,Kyiv,200-500 UAH,Inactive,2,2012-10-04
456,Fixed Line,Standard,1997-10-29,Kyiv,<100 UAH,Potential,1,2020-02-02
457,IoT,Economy,2015-04-19,Dnipro,500+ UAH,Active,2,2014-05-01
458,IoT,Economy,2005-10-25,Odesa,200-500 UAH,Active,3,2006-10-17
459,TV,Economy,2014-12-28,Lviv,200-500 UAH,Inactive,2,2003-11-05
460,Internet,Premium,1980-01-30,Kharkiv,100-200 UAH,Active,3,2013-03-27
461,IoT,Premium,1999-05-07,Kharkiv,500+ UAH,Potential,1,2016-02-15
462,TV,Premium,1987-09-21,Poltava,500+ UAH,Inactive,5,2018-01-19
463,Internet,Business,2007-02-28,Zaporizhzhia,<100 UAH,Inactive,5,2006-04-01
464,TV,Special,1992-06-24,Kharkiv,500+ UAH,Active,1,2019-10-04
465,TV,Business,1990-08-06,Kyiv,200-500 UAH,Active,2,2012-08-28
466,Fixed Line,Economy,1977-02-22,Poltava,500+ UAH,Potential,5,2015-11-02
467,Mobile,Special,1987-09-19,Kyiv,100-200 UAH,Active,3,2017-09-13
468,Internet,Standard,2003-05-15,Lviv,500+ UAH,Inactive,5,2020-05-25
469,Mobile,Special,1995-06-04,Vinnytsia,500+ UAH,Potential,3,2006-05-08
470,Internet,Standard,1995-12-10,Lviv,<100 UAH,Inactive,1,2008-08-05
471,Internet,Premium,2002-05-22,Dnipro,100-200 UAH,Inactive,5,2019-09-17
472,IoT,Economy,1983-10-14,Poltava,<100 UAH,Inactive,1,2018-04-11
473,Fixed Line,Premium,1981-01-11,Kyiv,500+ UAH,Active,4,2008-09-28
474,Fixed Line,Business,2018-05-10,Zaporizhzhia,200-500 UAH,Potential,1,2010-03-27
475,TV,Premium,1976-11-20,Zaporizhzhia,100-200 UAH,Potential,5,2015-09-16
476,Mobile,Premium,1974-01-18,Kharkiv,<100 UAH,Active,3,2001-05-04
477,TV,Special,2005-02-27,Zaporizhzhia,100-200 UAH,Active,1,2008-01-17
478,Fixed Line,Standard,2002-05-03,Dnipro,200-500 UAH,Active,5,2004-07-07
479,TV,Economy,1988-07-15,Odesa,200-500 UAH,Active,2,2011-05-13
480,Fixed Line,Premium,1973-11-02,Odesa,<100 UAH,Inactive,3,2016-11-28
481,Fixed Line,Premium,1983-12-20,Vinnytsia,<100 UAH,Inactive,2,2002-11-05
482,Internet,Standard,1973-02-09,Zaporizhzhia,<100 UAH,Active,2,2021-08-11
483,TV,Business,2019-06-04,Poltava,200-500 UAH,Inactive,4,2010-03-25
484,Internet,Business,2004-09-30,Lviv,500+ UAH,Inactive,1,2016-12-06
485,TV,Special,1991-08-01,Kyiv,100-200 UAH,Active,2,2007-09-20
486,Fixed Line,Standard,2015-12-16,Kyiv,<100 UAH,Inactive,3,2010-09-10
487,Fixed Line,Premium,1998-04-03,Odesa,500+ UAH,Active,2,2021-02-17
488,IoT,Business,2005-07-16,Poltava,500+ UAH,Potential,4,2015-02-13
489,Internet,Business,1995-04-28,Lviv,500+ UAH,Potential,5,2000-07-24
490,Mobile,Economy,2011-04-19,Lviv,100-200 UAH,Active,3,2005-01-29
491,TV,Economy,2019-02-02,Kyiv,200-500 UAH,Inactive,3,2005-09-05
492,Mobile,Special,1990-08-05,Poltava,500+ UAH,Active,5,2021-01-01
493,IoT,Business,1977-05-12,Vinnytsia,100-200 UAH,Potential,4,2016-11-08
494,Fixed Line,Business,1990-01-29,Kyiv,<100 UAH,Potential,4,2014-11-12
495,Internet,Standard,2009-11-10,Odesa,500+ UAH,Active,1,2001-07-11
496,Mobile,Economy,1970-01-04,Vinnytsia,<100 UAH,Active,3,2017-08-09
497,Internet,Economy,2017-09-12,Kharkiv,<100 UAH,Active,1,2003-12-24
498,Fixed Line,Business,2003-02-07,Poltava,200-500 UAH,Inactive,2,2003-04-05
499,Internet,Special,1985-07-10,Poltava,200-500 UAH,Active,1,2019-01-11
500,Internet,Business,1994-06-23,Lviv,500+ UAH,Active,1,2000-02-10
501,TV,Premium,1983-03-13,Kyiv,200-500 UAH,Inactive,5,2001-05-21
502,Mobile,Economy,1991-10-13,Zaporizhzhia,100-200 UAH,Inactive,1,2020-02-20
503,IoT,Economy,2001-11-21,Vinnytsia,500+ UAH,Potential,2,2005-07-05
504,Internet,Standard,2003-09-06,Vinnytsia,500+ UAH,Potential,1,2016-12-16
505,Internet,Special,1986-02-16,Lviv,<100 UAH,Active,4,2014-05-24
506,IoT,Standard,1971-02-24,Vinnytsia,500+ UAH,Potential,1,2002-06-16
507,Mobile,Economy,1988-11-05,Kharkiv,200-500 UAH,Potential,5,2017-05-30
508,Fixed Line,Special,1988-10-03,Odesa,500+ UAH,Inactive,5,2004-07-17
509,TV,Business,1990-08-03,Zaporizhzhia,200-500 UAH,Inactive,5,2015-03-26
510,IoT,Business,2018-04-03,Kharkiv,<100 UAH,Inactive,1,2008-05-04
511,Internet,Special,2018-06-22,Odesa,<100 UAH,Potential,2,2011-12-07
512,Fixed Line,Premium,1977-06-07,Lviv,<100 UAH,Inactive,3,2020-09-21
513,TV,Business,2015-08-23,Zaporizhzhia,100-200 UAH,Potential,5,2005-09-04
514,IoT,Standard,2018-11-21,Dnipro,100-200 UAH,Inactive,1,2006-08-05
515,Internet,Business,1982-10-28,Lviv,200-500 UAH,Potential,3,2006-05-29
516,Mobile,Business,2007-01-10,Dnipro,100-200 UAH,Inactive,4,2008-02-08
517,IoT,Premium,1978-10-08,Poltava,200-500 UAH,Potential,4,2012-08-17
518,Internet,Business,1993-08-01,Vinnytsia,500+ UAH,Potential,5,2017-07-12
519,Fixed Line,Standard,2000-05-04,Lviv,500+ UAH,Inactive,5,2019-07-24
520,IoT,Standard,1978-12-22,Vinnytsia,<100 UAH,Inactive,4,2001-05-04
521,TV,Standard,1997-05-05,Poltava,100-200 UAH,Inactive,5,2014-03-28
522,Mobile,Economy,2006-12-01,Kharkiv,200-500 UAH,Active,4,2012-12-22
523,IoT,Business,2003-05-08,Odesa,200-500 UAH,Active,1,2013-02-28
524,IoT,Business,2001-07-08,Lviv,100-200 UAH,Inactive,3,2017-05-17
525,Mobile,Special,1976-01-07,Poltava,200-500 UAH,Inactive,1,2020-07-16
526,Fixed Line,Premium,2017-10-15,Vinnytsia,<100 UAH,Active,4,2016-05-22
527,TV,Economy,1977-01-15,Poltava,200-500 UAH,Inactive,1,2003-10-04
528,Internet,Business,2000-08-04,Kyiv,<100 UAH,Inactive,4,2020-11-28
529,Fixed Line,Standard,1976-06-21,Odesa,500+ UAH,Active,1,2018-12-13
530,Internet,Economy,1996-12-19,Kharkiv,500+ UAH,Potential,3,2006-07-25
531,TV,Economy,2013-05-05,Lviv,100-200 UAH,Active,4,2002-09-05
532,Fixed Line,Standard,2001-06-29,Poltava,500+ UAH,Inactive,5,2017-08-26
533,IoT,Special,2015-05-26,Vinnytsia,100-200 UAH,Inactive,5,2021-05-20
534,Fixed Line,Business,2002-11-27,Odesa,200-500 UAH,Potential,5,2002-10-16
535,Internet,Premium,1992-10-03,Kyiv,100-200 UAH,Inactive,4,2014-04-07
536,IoT,Special,1993-04-30,Odesa,100-200 UAH,Inactive,5,2000-03-19
537,Mobile,Premium,1980-07-29,Lviv,500+ UAH,Active,2,2000-10-10
538,Fixed Line,Premium,2017-08-29,Kyiv,<100 UAH,Active,3,2017-03-13
539,Fixed Line,Business,1985-07-15,Poltava,<100 UAH,Inactive,2,2017-11-11
540,IoT,Economy,1989-12-26,Lviv,100-200 UAH,Inactive,4,2007-08-26
541,Fixed Line,Standard,1971-06-28,Dnipro,100-200 UAH,Inactive,4,2009-10-23
542,IoT,Premium,1989-05-22,Odesa,500+ UAH,Inactive,3,2017-01-26
543,Mobile,Special,1975-10-31,Vinnytsia,500+ UAH,Potential,1,2018-10-14
544,Fixed Line,Business,1979-07-26,Poltava,200-500 UAH,Active,3,2006-01-17
545,Internet,Business,2009-06-14,Kyiv,<100 UAH,Active,2,2017-03-06
546,Fixed Line,Special,1993-08-05,Poltava,500+ UAH,Inactive,2,2004-05-26
547,IoT,Premium,2011-11-10,Poltava,100-200 UAH,Inactive,2,2009-10-18
548,IoT,Premium,1986-02-17,Poltava,500+ UAH,Inactive,2,2015-09-30
549,Internet,Premium,1989-02-23,Lviv,200-500 UAH,Active,1,2015-01-08
550,Internet,Special,2011-07-31,Zaporizhzhia,500+ UAH,Inactive,4,2011-01-01
551,IoT,Premium,1973-05-19,Dnipro,500+ UAH,Inactive,4,2014-09-02
552,IoT,Special,2010-12-29,Lviv,<100 UAH,Potential,3,2001-02-08
553,Fixed Line,Business,1980-04-06,Lviv,200-500 UAH,Active,4,2006-04-25
554,IoT,Special,2002-09-22,Odesa,500+ UAH,Potential,4,2004-09-26
555,Internet,Standard,1996-08-16,Odesa,100-200 UAH,Inactive,4,2001-10-16
556,Fixed Line,Economy,2009-06-09,Poltava,100-200 UAH,Potential,1,2004-07-19
557,IoT,Economy,2008-04-19,Dnipro,100-200 UAH,Potential,1,2018-11-02
558,Mobile,Standard,1998-10-02,Vinnytsia,<100 UAH,Active,4,2019-08-19
559,Internet,Special,1999-01-06,Odesa,<100 UAH,Potential,2,2011-09-04
560,Mobile,Economy,2006-09-11,Kyiv,100-200 UAH,Inactive,4,2010-08-11
561,Fixed Line,Standard,2000-07-04,Vinnytsia,200-500 UAH,Inactive,3,2010-02-22
562,Internet,Premium,1997-12-06,Dnipro,100-200 UAH,Inactive,5,2021-01-02
563,Fixed Line,Standard,1994-11-13,Odesa,100-200 UAH,Inactive,3,2020-08-09
564,TV,Economy,2017-11-04,Vinnytsia,500+ UAH,Active,5,2004-09-27
565,Internet,Special,1981-01-20,Kharkiv,<100 UAH,Inactive,1,2002-01-29
566,Fixed Line,Special,1991-11-03,Kyiv,200-500 UAH,Active,1,2001-03-11
567,Mobile,Special,1990-12-04,Zaporizhzhia,200-500 UAH,Active,4,2007-11-01
568,Fixed Line,Economy,1999-04-23,Lviv,<100 UAH,Active,5,2009-02-22
569,IoT,Premium,2004-03-02,Kyiv,200-500 UAH,Inactive,1,2005-06-04
570,IoT,Special,1981-02-17,Kyiv,500+ UAH,Active,1,2020-02-26
571,Mobile,Business,1998-01-27,Vinnytsia,200-500 UAH,Potential,4,2018-05-03
572,Fixed Line,Premium,2015-12-28,Poltava,500+ UAH,Potential,1,2016-04-21
573,Internet,Standard,1981-09-16,Kyiv,100-200 UAH,Inactive,5,2010-08-07
574,Mobile,Business,1975-07-16,Kharkiv,200-500 UAH,Potential,3,2019-06-01
575,Fixed Line,Premium,1983-12-14,Kyiv,<100 UAH,Potential,1,2020-09-13
576,TV,Economy,1997-08-14,Kharkiv,500+ UAH,Potential,2,2019-06-11
577,IoT,Business,1992-08-10,Kharkiv,500+ UAH,Potential,1,2005-09-21
578,Mobile,Premium,1992-01-03,Odesa,100-200 UAH,Active,3,2018-12-05
579,Fixed Line,Premium,2002-09-09,Poltava,100-200 UAH,Potential,4,2007-09-03
580,TV,Premium,2015-10-17,Kharkiv,<100 UAH,Inactive,4,2002-09-13
581,IoT,Premium,1979-04-15,Kharkiv,200-500 UAH,Inactive,3,2016-04-14
582,TV,Special,1987-06-02,Vinnytsia,100-200 UAH,Potential,4,2017-09-19
583,Mobile,Business,1989-03-31,Vinnytsia,500+ UAH,Potential,1,2021-08-12
584,Fixed Line,Premium,1977-08-31,Zaporizhzhia,500+ UAH,Potential,5,2010-07-14
585,TV,Standard,2014-06-30,Zaporizhzhia,500+ UAH,Potential,1,2005-07-01
586,TV,Premium,2016-08-04,Poltava,500+ UAH,Potential,5,2001-06-07
587,TV,Special,2019-12-05,Dnipro,500+ UAH,Active,2,2009-01-18
588,Internet,Business,1981-11-08,Kharkiv,200-500 UAH,Inactive,3,2012-08-24
589,TV,Business,1973-08-02,Vinnytsia,500+ UAH,Inactive,3,2010-11-15
590,Fixed Line,Premium,1977-05-31,Poltava,200-500 UAH,Active,1,2003-07-26
591,Fixed Line,Premium,2011-01-06,Kyiv,200-500 UAH,Active,4,2008-02-20
592,Fixed Line,Standard,2016-06-14,Lviv,500+ UAH,Active,3,2020-02-08
593,IoT,Business,1987-10-14,Zaporizhzhia,<100 UAH,Inactive,5,2010-01-22
594,TV,Business,2018-02-03,Kharkiv,500+ UAH,Inactive,4,2011-03-21
595,Mobile,Business,2009-10-27,Kharkiv,200-500 UAH,Potential,5,2010-05-03
596,IoT,Economy,1987-08-31,Odesa,500+ UAH,Active,3,2008-06-04
597,Internet,Business,2012-07-08,Vinnytsia,100-200 UAH,Inactive,5,2001-04-30
598,Fixed Line,Business,2002-01-11,Odesa,100-200 UAH,Inactive,2,2005-01-07
599,Internet,Standard,1992-04-23,Kyiv,<100 UAH,Potential,5,2010-12-13
600,IoT,Standard,1992-07-31,Dnipro,500+ UAH,Potential,1,2012-10-19
601,Internet,Special,2018-01-27,Vinnytsia,100-200 UAH,Inactive,2,2010-06-22
602,IoT,Standard,1984-08-22,Kharkiv,200-500 UAH,Active,1,2007-12-21
603,Internet,Business,2003-06-18,Zaporizhzhia,100-200 UAH,Potential,5,2017-08-06
604,Fixed Line,Business,2010-03-08,Lviv,<100 UAH,Inactive,4,2015-03-21
605,TV,Business,1989-04-04,Kharkiv,200-500 UAH,Potential,1,2020-09-15
606,Fixed Line,Standard,1993-03-14,Vinnytsia,200-500 UAH,Active,4,2000-08-09
607,Fixed Line,Premium,2002-02-03,Poltava,<100 UAH,Inactive,2,2016-04-18
608,Fixed Line,Economy,1999-05-16,Poltava,100-200 UAH,Active,5,2001-05-06
609,TV,Special,2006-08-21,Dnipro,200-500 UAH,Potential,4,2006-05-16
610,Fixed Line,Premium,2012-10-02,Vinnytsia,100-200 UAH,Active,1,2020-02-01
611,IoT,Economy,1997-01-25,Dnipro,200-500 UAH,Active,3,2016-12-24
612,Internet,Standard,2017-12-09,Vinnytsia,<100 UAH,Potential,2,2014-07-02
613,TV,Special,1984-01-18,Lviv,500+ UAH,Active,2,2008-10-02
614,Mobile,Special,1973-05-03,Zaporizhzhia,100-200 UAH,Inactive,4,2001-02-02
615,IoT,Standard,1989-03-16,Kyiv,<100 UAH,Potential,2,2005-09-13
616,TV,Premium,2018-03-04,Poltava,500+ UAH,Active,5,2010-07-13
617,Internet,Economy,2008-03-03,Kharkiv,500+ UAH,Active,2,2009-04-05
618,TV,Business,1979-11-03,Kharkiv,500+ UAH,Potential,5,2010-01-13
619,IoT,Business,2018-12-14,Odesa,<100 UAH,Active,2,2000-08-30
620,IoT,Economy,2005-02-05,Poltava,200-500 UAH,Inactive,5,2013-11-12
621,Mobile,Business,2009-12-08,Kyiv,<100 UAH,Potential,1,2009-11-16
622,Fixed Line,Premium,1972-09-10,Lviv,100-200 UAH,Inactive,1,2000-05-14
623,Internet,Standard,2006-02-09,Kharkiv,500+ UAH,Inactive,2,2020-07-27
624,IoT,Business,1994-03-02,Vinnytsia,200-500 UAH,Inactive,2,2004-04-30
625,IoT,Standard,2009-09-20,Vinnytsia,200-500 UAH,Potential,2,2003-09-18
626,Internet,Business,2005-10-12,Vinnytsia,<100 UAH,Potential,5,2016-07-15
627,IoT,Business,1978-10-25,Zaporizhzhia,200-500 UAH,Inactive,3,2007-08-21
628,Mobile,Special,2015-11-27,Dnipro,<100 UAH,Potential,2,2013-05-24
629,Mobile,Business,1998-11-13,Kyiv,200-500 UAH,Inactive,2,2000-02-17
