id,category0,category1,category2,category3,details,price,date
251,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,8564,2023-06-10
252,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,9502,2023-06-19
253,staff,staff_admin,staff_admin_salary,staff_admin_salary_compensation,Деталі для staff admin salary compensation,4810,2023-02-08
254,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,9436,2023-09-29
255,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,5361,2023-12-25
256,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,4760,2023-01-03
257,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,3033,2023-11-20
258,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,9623,2024-08-07
259,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,2828,2023-03-02
260,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_access_ctrl,Деталі для extra it outsource access ctrl,1806,2024-03-15
261,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,8878,2024-07-17
262,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,6429,2023-08-31
263,extra,extra_security,extra_security_cyber,extra_security_cyber_data,Деталі для extra security cyber data,1824,2023-08-06
264,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,4845,2024-05-31
265,extra,extra_security,extra_security_guard,extra_security_guard_alarm,Деталі для extra security guard alarm,3736,2024-06-04
266,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,8657,2024-02-23
267,staff,staff_admin,staff_admin_dev,staff_admin_dev_courses,Деталі для staff admin dev courses,9194,2023-06-09
268,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,5675,2023-12-23
269,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,2218,2023-11-28
270,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,1954,2023-08-14
271,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,6370,2023-06-25
272,staff,staff_admin,staff_admin_dev,staff_admin_dev_courses,Деталі для staff admin dev courses,4020,2024-08-15
273,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_life,Деталі для staff tech insurance life,3396,2023-04-25
274,staff,staff_support,staff_support_bonus,staff_support_bonus_perf,Деталі для staff support bonus perf,7183,2023-10-16
275,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,2704,2023-12-29
276,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,5286,2024-10-28
277,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,1556,2023-01-31
278,staff,staff_admin,staff_admin_dev,staff_admin_dev_training,Деталі для staff admin dev training,4741,2024-07-04
279,staff,staff_admin,staff_admin_dev,staff_admin_dev_courses,Деталі для staff admin dev courses,1294,2023-08-12
280,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,3064,2023-12-26
281,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,6352,2023-08-12
282,staff,staff_support,staff_support_bonus,staff_support_bonus_achiev,Деталі для staff support bonus achiev,6084,2023-10-05
283,admin,admin_marketing,admin_marketing_events,admin_marketing_events_conferences,Деталі для admin marketing events conferences,2040,2024-06-07
284,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,9213,2024-04-18
285,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,5799,2023-10-12
286,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,6043,2024-01-16
287,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,8813,2023-03-20
288,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,4356,2024-05-30
289,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,1038,2023-09-28
290,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,4155,2023-01-22
291,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,1988,2023-01-21
292,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_access_ctrl,Деталі для extra it outsource access ctrl,2682,2024-03-28
293,support,support_client,support_client_training,support_client_training_workshops,Деталі для support client training workshops,1933,2024-06-10
294,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,9984,2024-06-07
295,staff,staff_support,staff_support_bonus,staff_support_bonus_achiev,Деталі для staff support bonus achiev,2607,2023-03-01
296,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9711,2024-08-13
297,support,support_tech,support_tech_update,support_tech_update_compat,Деталі для support tech update compat,1959,2024-06-19
298,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,1526,2023-06-02
299,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,6797,2024-05-15
300,extra,extra_security,extra_security_cyber,extra_security_cyber_data,Деталі для extra security cyber data,4788,2023-03-13
301,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,2389,2024-05-09
302,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,3043,2023-04-12
303,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_optim,Деталі для infra telecom modern optim,7731,2023-02-15
304,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,9032,2023-01-02
305,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,2949,2024-08-11
306,admin,admin_marketing,admin_marketing_events,admin_marketing_events_conferences,Деталі для admin marketing events conferences,8014,2023-03-31
307,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,1105,2024-03-03
308,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_modules,Деталі для infra telecom purchase modules,1634,2023-01-09
309,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,9907,2023-09-21
310,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,9442,2024-01-18
311,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,1021,2024-02-14
312,support,support_client,support_client_training,support_client_training_workshops,Деталі для support client training workshops,5109,2023-01-12
313,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,2266,2023-05-02
314,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,2927,2024-09-22
315,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,8979,2024-08-16
316,staff,staff_support,staff_support_bonus,staff_support_bonus_innov,Деталі для staff support bonus innov,9503,2023-02-28
317,support,support_tech,support_tech_update,support_tech_update_compat,Деталі для support tech update compat,7236,2023-07-26
318,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_servers,Деталі для infra telecom purchase servers,1158,2023-01-24
319,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,7675,2023-06-01
320,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,7563,2023-09-07
321,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,2394,2023-07-05
322,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_remote_admin,Деталі для extra it outsource remote admin,3958,2024-06-03
323,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,1525,2023-11-30
324,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,5648,2023-11-14
325,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,5599,2023-08-19
326,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,4216,2023-01-28
327,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,6543,2024-04-04
328,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,7430,2024-01-30
329,staff,staff_support,staff_support_bonus,staff_support_bonus_perf,Деталі для staff support bonus perf,6724,2023-12-27
330,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,8115,2024-05-27
331,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,4178,2023-07-23
332,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_hr,Деталі для extra consult outsourcing hr,2742,2024-09-11
333,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,1968,2024-05-25
334,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,7262,2023-02-04
335,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,2229,2023-01-12
336,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_pension,Деталі для staff tech insurance pension,1125,2023-08-05
337,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,6342,2023-07-03
338,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,7294,2024-01-19
339,extra,extra_security,extra_security_cyber,extra_security_cyber_data,Деталі для extra security cyber data,8175,2023-12-07
340,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_servers,Деталі для infra telecom purchase servers,5612,2024-05-09
341,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,7089,2024-02-18
342,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,4719,2023-10-30
343,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_servers,Деталі для infra telecom purchase servers,4072,2023-05-27
344,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,9125,2023-08-08
345,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,1574,2024-08-07
346,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,4828,2024-08-11
347,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,4173,2024-05-08
348,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,4553,2024-08-16
349,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_hr,Деталі для extra consult outsourcing hr,2388,2023-11-27
350,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,3772,2024-10-16
351,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,3875,2024-08-27
352,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7059,2023-04-12
353,staff,staff_support,staff_support_expenses,staff_support_expenses_meals,Деталі для staff support expenses meals,8117,2023-01-03
354,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,2177,2024-10-26
355,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,9234,2023-12-09
356,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,9212,2024-02-11
357,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,6243,2024-02-03
358,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,1140,2024-04-14
359,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,1963,2024-01-08
360,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,7894,2023-06-05
361,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,6539,2024-10-31
362,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,7787,2023-03-31
363,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,8052,2023-06-08
364,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,6047,2023-02-05
365,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,6291,2024-01-11
366,extra,extra_security,extra_security_guard,extra_security_guard_alarm,Деталі для extra security guard alarm,7284,2023-04-28
367,extra,extra_security,extra_security_cyber,extra_security_cyber_antivirus,Деталі для extra security cyber antivirus,4097,2024-06-04
368,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,7295,2023-02-18
369,staff,staff_support,staff_support_expenses,staff_support_expenses_meals,Деталі для staff support expenses meals,7807,2024-06-14
370,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,8000,2023-05-26
371,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,1482,2023-04-18
372,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,9853,2024-03-07
373,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_tech_support,Деталі для extra it outsource tech support,8327,2024-06-06
374,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,7652,2024-03-16
375,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,5358,2024-08-19
376,staff,staff_support,staff_support_bonus,staff_support_bonus_perf,Деталі для staff support bonus perf,7780,2023-06-16
377,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,3349,2024-06-14
378,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,7764,2023-02-05
379,extra,extra_consult,extra_consult_info,extra_consult_info_reviews,Деталі для extra consult info reviews,1072,2024-10-09
380,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,1707,2024-07-14
381,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,3475,2024-06-22
382,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,9258,2024-01-16
383,staff,staff_support,staff_support_bonus,staff_support_bonus_perf,Деталі для staff support bonus perf,6249,2023-06-21
384,staff,staff_admin,staff_admin_salary,staff_admin_salary_compensation,Деталі для staff admin salary compensation,5211,2023-09-21
385,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,4374,2023-11-07
386,staff,staff_admin,staff_admin_dev,staff_admin_dev_courses,Деталі для staff admin dev courses,4083,2024-10-18
387,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,1236,2023-10-06
388,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,7099,2023-09-05
389,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,1148,2023-03-25
390,staff,staff_support,staff_support_bonus,staff_support_bonus_innov,Деталі для staff support bonus innov,2012,2024-04-04
391,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,5576,2024-10-24
392,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,1340,2024-03-24
393,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,8574,2024-10-27
394,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,2442,2024-02-10
395,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,9435,2024-05-04
396,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,9785,2024-03-04
397,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,8629,2023-05-14
398,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,9264,2024-02-03
399,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,5225,2024-04-10
400,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,6656,2023-09-10
401,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,5917,2023-08-26
402,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,8045,2023-01-25
403,extra,extra_consult,extra_consult_info,extra_consult_info_research,Деталі для extra consult info research,8137,2024-06-20
404,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,9734,2024-06-15
405,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_pension,Деталі для staff tech insurance pension,3719,2023-02-12
406,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,8154,2024-05-31
407,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,5737,2024-01-17
408,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,6175,2024-04-07
409,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,6448,2023-06-05
410,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,2638,2024-07-05
411,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,1419,2023-05-04
412,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,6693,2024-04-27
413,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,7140,2024-08-20
414,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,8898,2024-02-09
415,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,7007,2024-02-27
416,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,9433,2024-05-07
417,extra,extra_consult,extra_consult_info,extra_consult_info_research,Деталі для extra consult info research,5268,2024-11-02
418,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,5795,2024-01-30
419,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_remote_admin,Деталі для extra it outsource remote admin,6827,2024-06-29
420,admin,admin_marketing,admin_marketing_events,admin_marketing_events_conferences,Деталі для admin marketing events conferences,4493,2024-07-07
421,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,5200,2023-07-11
422,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,1571,2024-07-13
423,extra,extra_consult,extra_consult_info,extra_consult_info_reports,Деталі для extra consult info reports,4897,2023-08-20
424,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_remote_admin,Деталі для extra it outsource remote admin,1775,2023-07-19
425,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_modules,Деталі для infra telecom purchase modules,8340,2024-04-11
426,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,5940,2023-07-19
427,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,8788,2024-03-10
428,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,1147,2023-10-04
429,staff,staff_support,staff_support_bonus,staff_support_bonus_achiev,Деталі для staff support bonus achiev,5531,2024-02-03
430,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,9964,2023-12-16
431,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,2246,2024-10-09
432,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,2827,2024-01-17
433,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,9569,2023-04-29
434,staff,staff_admin,staff_admin_salary,staff_admin_salary_compensation,Деталі для staff admin salary compensation,6607,2024-01-09
435,extra,extra_consult,extra_consult_info,extra_consult_info_reviews,Деталі для extra consult info reviews,4983,2023-10-15
436,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,8569,2023-07-02
437,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,5941,2023-05-04
438,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_life,Деталі для staff tech insurance life,3461,2023-06-21
439,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,6341,2024-09-22
440,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,3196,2024-02-01
441,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,8527,2023-08-26
442,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,9853,2023-08-23
443,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,4537,2024-06-24
444,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,5082,2024-02-11
445,admin,admin_office,admin_office_supplies,admin_office_supplies_furniture,Деталі для admin office supplies furniture,2724,2023-12-19
446,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,1022,2024-02-17
447,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,8295,2023-08-17
448,staff,staff_admin,staff_admin_dev,staff_admin_dev_courses,Деталі для staff admin dev courses,6995,2023-09-18
449,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,6343,2024-05-05
450,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,3159,2023-01-13
451,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,9505,2024-07-19
452,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,4489,2024-03-12
453,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,6110,2023-03-11
454,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,6251,2023-01-20
455,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,2828,2024-04-13
456,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,6891,2023-07-07
457,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,3563,2023-08-09
458,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,7643,2024-06-19
459,staff,staff_admin,staff_admin_dev,staff_admin_dev_training,Деталі для staff admin dev training,4390,2023-07-30
460,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,1867,2023-01-19
461,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,2169,2024-09-19
462,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,2019,2023-04-28
463,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,2283,2024-10-21
464,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,3125,2023-05-04
465,support,support_client,support_client_training,support_client_training_workshops,Деталі для support client training workshops,4471,2024-05-19
466,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,6068,2024-09-10
467,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,3757,2024-07-16
468,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,6017,2024-08-03
469,extra,extra_consult,extra_consult_info,extra_consult_info_research,Деталі для extra consult info research,9895,2023-09-18
470,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,8462,2024-10-02
471,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,1685,2023-12-30
472,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,7868,2024-02-12
473,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,5998,2023-06-12
474,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,3014,2024-09-09
475,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,6347,2024-09-10
476,admin,admin_marketing,admin_marketing_events,admin_marketing_events_conferences,Деталі для admin marketing events conferences,6560,2024-06-16
477,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,1671,2023-07-22
478,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,2449,2024-10-27
479,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,3361,2023-01-21
480,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,2753,2023-11-01
481,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,7588,2024-02-29
482,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,7633,2023-11-23
483,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,1572,2023-12-20
484,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,7566,2024-08-20
485,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,2517,2023-07-17
486,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,2537,2023-01-22
487,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,4750,2023-03-27
488,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,5666,2024-10-11
489,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,6055,2023-02-01
490,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,6774,2024-01-11
491,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_access_ctrl,Деталі для extra it outsource access ctrl,8548,2023-02-27
492,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,3113,2023-09-11
493,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,2577,2023-08-15
494,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,3426,2023-06-27
495,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,3551,2023-09-25
496,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,8239,2024-07-20
497,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_clean,Деталі для infra telecom serv clean,6223,2023-07-29
498,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,3822,2024-01-22
499,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_remote_admin,Деталі для extra it outsource remote admin,2898,2023-02-09
500,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,1687,2024-09-10
501,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,6906,2024-06-27
